Method,GldStd,PPIN,Predicts,Refs,Precision,Recall,F0.5-score,F1-score,F2-score,AUC-PR,MMR,Sensitivity,PPP,Accuracy,F-Match,Separation
P5COMP,CYC,KroganExt,586,408,0.841296928327645,0.5784313725490197,0.7712029780148688,0.6855291067640821,0.6169872474736762,0.3204259957977728,0.5049848927240311,0.5875,0.733611442193087,0.656503406151437,0.6225490196078431,0.41970916986597895
PC2P,CYC,KroganExt,225,408,0.8577777777777778,0.5269607843137255,0.7620920938569812,0.6528528386787184,0.5710043456602568,0.32266220476024177,0.43165618707653897,0.5666666666666667,0.7446443873179092,0.6495884487993008,0.5955882352941176,0.6753904147644895
CUBCO+,CYC,KroganExt,227,408,0.7841409691629956,0.4803921568627451,0.6961116077129357,0.5957853751835787,0.5207350711070248,0.27819240459011907,0.3883675509963332,0.4739583333333333,0.748046875,0.5954351771017634,0.5343137254901961,0.6332206909058127
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,835,408,0.9353293413173652,0.875,0.9226069933846364,0.904159431075829,0.8864351266335896,0.6655673910110251,0.8114961704731232,0.9526041666666667,0.7476618705035971,0.843934720875685,0.9607843137254902,0.5080317622100933
PC2P,CYC,BIM,307,408,0.9543973941368078,0.8333333333333334,0.9274499873385669,0.889766170665047,0.855025096299755,0.6581459893563292,0.6775034114575322,0.9265625,0.7516483516483516,0.8345353053191793,0.9093137254901961,0.8295714949487671
CUBCO+,CYC,BIM,309,408,0.919093851132686,0.7647058823529411,0.8834226646248085,0.8348219332956472,0.7912898109648934,0.5770161974715259,0.649555310904452,0.796875,0.7814861460957179,0.789143062232714,0.8333333333333334,0.8116126673743441
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,435,306,0.8298850574712644,0.5555555555555556,0.7552933299857729,0.6655604719764012,0.594884977918397,0.3232356329654047,0.49916615634645006,0.5726593911545089,0.6331201615617638,0.6021313862003906,0.6372549019607843,0.40479205697835
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.3594332297704071,0.40744710673818907,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974384
CUBCO+,SGD,Collins,157,306,0.7898089171974523,0.46405228758169936,0.6925739458779105,0.5846143630266609,0.5057735393807089,0.2706340541677205,0.35939768150691964,0.4870763928776565,0.62148070907195,0.5501895873404127,0.5849673202614379,0.6255481219206933
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,381,306,0.8267716535433071,0.47058823529411764,0.7180714652077278,0.599785790789004,0.5149583128984796,0.2808978823142784,0.4129735778000038,0.49511774842044803,0.6440314510364546,0.5646869946697227,0.5359477124183006,0.36352587522046603
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.3001119708701961,0.3449021635444162,0.49167145318782307,0.6614906832298136,0.5702947356357135,0.5196078431372549,0.5948988897445631
CUBCO+,SGD,Gavin,140,306,0.7857142857142857,0.40522875816993464,0.6614936954413191,0.5346922775382202,0.4486842105263158,0.2448858542751548,0.32392665979957014,0.43882825962090755,0.6489241223103058,0.5336349344069,0.5,0.5792538235604451
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,440,306,0.8022727272727272,0.5326797385620915,0.7285298988599587,0.6402541477038801,0.5710590878775367,0.2608866480562867,0.46523826169682203,0.5393452039058013,0.6510969568294409,0.592592626467476,0.6176470588235294,0.38853260656448707
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.2996142035313182,0.3886851423561473,0.5226881102814475,0.6364494806421152,0.5767708178526683,0.5849673202614379,0.6225507550684451
CUBCO+,SGD,KroganCore,162,306,0.6975308641975309,0.39869281045751637,0.6065966172096381,0.5073791910492806,0.436056074293378,0.1756875131581328,0.32789347811210207,0.446869615163699,0.6319824753559693,0.531426161900714,0.5359477124183006,0.5902314169893654
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,448,306,0.8013392857142857,0.5490196078431373,0.733883332116522,0.6516060026577642,0.5859174632781535,0.28493382813799895,0.47878766445919746,0.5582998276852383,0.6289650752963794,0.592580031015222,0.6241830065359477,0.3918398830451509
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.3121171719853665,0.41008495041685916,0.5491097070649053,0.6414414414414414,0.5934827057372443,0.6111111111111112,0.633905379138426
CUBCO+,SGD,KroganExt,162,306,0.7407407407407407,0.434640522875817,0.6492872485842609,0.5478323550612708,0.47379858216664883,0.21758318900434048,0.34906965149102104,0.4807581849511775,0.6227979274611399,0.5471884512648022,0.5555555555555556,0.6084442449297877
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,631,306,0.866877971473851,0.8235294117647058,0.857846981068668,0.8446478795566095,0.83184879426461,0.5663861580161998,0.7580782865811055,0.8862722573233773,0.6465367547752267,0.7569726475224656,0.8954248366013072,0.44741477629985427
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,224,306,0.8035714285714286,0.6503267973856209,0.7674047921022865,0.7188729228546199,0.6761143996134332,0.4392024566663518,0.5515664116418935,0.7151062607696727,0.6542185338865837,0.6839852114584439,0.7647058823529411,0.7210528329717735
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,554,408,0.8862815884476535,0.5833333333333334,0.8028873107830313,0.7035823950870012,0.6261385994316112,0.344354259047431,0.4993533784087776,0.6614583333333334,0.7338111082672127,0.6966961121291814,0.6127450980392157,0.4178855336672712
PC2P,CYC,Collins,209,408,0.9090909090909091,0.5343137254901961,0.7972498537156232,0.6730472368014819,0.5823271717063788,0.34454450977235385,0.41417598548812395,0.640625,0.7399209486166007,0.6884851906232333,0.5833333333333334,0.6738318625003861
CUBCO+,CYC,Collins,209,408,0.8229665071770335,0.4681372549019608,0.7146337643353114,0.5967936781870203,0.5123150865658421,0.27091711144265995,0.37659713427285085,0.5473958333333333,0.7354781054512958,0.6345058316768517,0.5318627450980392,0.6434542596646378
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,478,408,0.8556485355648535,0.47058823529411764,0.7353139466942333,0.6072190776653986,0.5171323808319636,0.2983107055246592,0.40456762279289704,0.5401041666666667,0.7548449612403101,0.6385099128073346,0.5049019607843137,0.3807836554496337
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3550831327803789,0.5291666666666667,0.7618613138686131,0.6349422114823845,0.49264705882352944,0.612734345733419
CUBCO+,CYC,Gavin,178,408,0.8146067415730337,0.3872549019607843,0.6673230181292819,0.524953026900692,0.43264945385324294,0.252425037170439,0.3272219220570217,0.434375,0.7796976241900648,0.5819631908527887,0.45098039215686275,0.5922540080788059
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,574,408,0.8257839721254355,0.5588235294117647,0.7537663207231335,0.666567981644586,0.5974525673344832,0.3041032337189709,0.4898018734583661,0.5677083333333334,0.7359320968248978,0.6463704697268959,0.6053921568627451,0.4112998208201842
PC2P,CYC,KroganCore,219,408,0.8447488584474886,0.5073529411764706,0.7455843184897902,0.6339549551786645,0.5513991239816503,0.325659434978668,0.4178745453554395,0.5395833333333333,0.7515527950310559,0.636808732916596,0.5686274509803921,0.661887709950295
CUBCO+,CYC,KroganCore,221,408,0.7782805429864253,0.4583333333333333,0.6829338723650015,0.576917212989785,0.4993929155888719,0.24296360659072108,0.368251923221183,0.45260416666666664,0.7489837398373984,0.5822311924107031,0.5049019607843137,0.616995479807745
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
P5COMP,CYC,KroganExt,589,408,0.833616298811545,0.5759803921568627,0.7651646975813938,0.6812539299705086,0.6139283004532167,0.3143539525921518,0.504339270964655,0.5875,0.7296814528133373,0.6547425856990178,0.625,0.4179138704554147
PC2P,CYC,KroganExt,225,408,0.8533333333333334,0.5245098039215687,0.7582602533439633,0.6496845500687823,0.5683081876877626,0.32412733399613747,0.4319829844621599,0.5661458333333333,0.7446443873179092,0.6492898560697581,0.5931372549019608,0.6748796243653349
CUBCO+,CYC,KroganExt,228,408,0.7850877192982456,0.47794117647058826,0.6956734908638669,0.5941681135736901,0.5185122464258975,0.274139379434312,0.3899453696237841,0.47708333333333336,0.7504854368932039,0.598367858303847,0.5343137254901961,0.6341675119395722
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,837,408,0.9354838709677419,0.8774509803921569,0.923271200910643,0.9055385957261229,0.8884743093828089,0.6669734909320127,0.813075691170291,0.9526041666666667,0.7475763016157989,0.8438864259012979,0.9632352941176471,0.5077483723167036
PC2P,CYC,BIM,307,408,0.9543973941368078,0.8333333333333334,0.9274499873385669,0.889766170665047,0.855025096299755,0.6581459893563292,0.6775034114575322,0.9265625,0.7516483516483516,0.8345353053191793,0.9093137254901961,0.8295714949487671
CUBCO+,CYC,BIM,310,408,0.9258064516129032,0.7720588235294118,0.8903457974851093,0.8419714453354197,0.7985827706462862,0.5765924652799526,0.6551447531207324,0.7989583333333333,0.7869264613450659,0.7929195760051277,0.8357843137254902,0.814046419769529
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,437,306,0.8260869565217391,0.5588235294117647,0.753968253968254,0.6666666666666667,0.5974842767295597,0.3247082982476512,0.5024341302026591,0.5732337736932798,0.6332436069986541,0.6024920103262638,0.6405228758169934,0.4043867981689042
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.3618641126641216,0.4085364313569254,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974383
CUBCO+,SGD,Collins,157,306,0.7898089171974523,0.46405228758169936,0.6925739458779105,0.5846143630266609,0.5057735393807089,0.27147985561691695,0.35939768150691964,0.4870763928776565,0.62148070907195,0.5501895873404127,0.5849673202614379,0.6255481219206934
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,380,306,0.8289473684210527,0.47058823529411764,0.7193833856694263,0.6003573555687909,0.5151267375306623,0.28188172930604105,0.4129735778000038,0.4956921309592188,0.6442376521116678,0.5651048881574079,0.5359477124183006,0.36408603813832235
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.30043599432436946,0.3449021635444162,0.49167145318782307,0.6614906832298136,0.5702947356357135,0.5196078431372549,0.5948988897445631
CUBCO+,SGD,Gavin,141,306,0.7872340425531915,0.4084967320261438,0.664091666188042,0.5378845147409432,0.45198678732677916,0.25175633729478913,0.32381609800600186,0.44055140723721997,0.6531073446327683,0.5364022369033616,0.5,0.5781207910083541
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,440,306,0.8045454545454546,0.5326797385620915,0.7300280361534803,0.6409766501521851,0.5712888304528966,0.26506091237477164,0.46705303989568325,0.5393452039058013,0.6520042568286627,0.5930053699982029,0.6209150326797386,0.3890097798461648
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.29956394419313315,0.3883583449705264,0.5221137277426766,0.6361058601134215,0.5762981883216189,0.5849673202614379,0.6225507550684451
CUBCO+,SGD,KroganCore,158,306,0.7215189873417721,0.4019607843137255,0.6225359616409164,0.5162929415663315,0.4410266087941121,0.17899941602330854,0.32822681942583554,0.44572085008615736,0.6280353200883002,0.5290826369801689,0.5359477124183006,0.5939125663808001
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,451,306,0.7982261640798226,0.5555555555555556,0.734094616639478,0.6551410373066425,0.5915215248110417,0.28158276301291535,0.48037626286152146,0.5582998276852383,0.6295113382305972,0.5928373062316897,0.6241830065359477,0.39122799617014403
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.3121171719853665,0.41008495041685916,0.5491097070649053,0.6414414414414414,0.5934827057372443,0.6111111111111112,0.633905379138426
CUBCO+,SGD,KroganExt,162,306,0.7469135802469136,0.43790849673202614,0.6545398763099678,0.5521163210406238,0.4774103125809719,0.21217053936504718,0.3474443931255665,0.47673750717978175,0.6204379562043796,0.5438621558819795,0.5555555555555556,0.6058664512972416
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,629,306,0.8648648648648649,0.8071895424836601,0.8526797272805732,0.8350324863979717,0.8181008963504255,0.5705655343581479,0.7520268156603537,0.8834003446295232,0.6483174479673215,0.7567852119086794,0.8888888888888888,0.4477322579506564
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,223,306,0.8026905829596412,0.6437908496732027,0.7649307152339717,0.7145129426067575,0.670330422352078,0.440279538567062,0.549427429687456,0.7145318782309018,0.655076495132128,0.6841586354433272,0.7647058823529411,0.7220881465614337
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
MCL,CYC,Collins,300,408,0.5033333333333333,0.4068627450980392,0.48054507530443846,0.4499856383742639,0.4230805584811904,0.19659878120116592,0.3348041592797557,0.6739583333333333,0.6544923301680059,0.6641540182965687,0.5098039215686274,0.5435390335334852
MCL,CYC,Gavin,320,408,0.271875,0.23284313725490197,0.26305571115750875,0.2508498239650358,0.23972642472619266,0.11525351531903434,0.20056799763548733,0.575,0.6323529411764706,0.6029949760789641,0.3553921568627451,0.4341428966761901
MCL,CYC,KroganCore,580,408,0.23620689655172414,0.3480392156862745,0.25242904893391743,0.28141997453998385,0.3179340009936459,0.0744274927250888,0.27963529864373715,0.5848958333333333,0.6754636233951498,0.6285506016957257,0.4632352941176471,0.44825820633050195
MCL,CYC,KroganExt,624,408,0.17307692307692307,0.2769607843137255,0.18711362967324108,0.21302890657729368,0.24727679439797706,0.033463478955982055,0.23528322955988834,0.6114583333333333,0.6509186351706037,0.6308800391493025,0.4215686274509804,0.4376794425735308
MCL,CYC,BIM,608,408,0.14638157894736842,0.23284313725490197,0.15812486908644782,0.179755931626839,0.20824302490542243,0.07075773653789394,0.1949721327123316,0.8671875,0.4412532637075718,0.6185865457811137,0.3627450980392157,0.3199553177149684
MCL,SGD,Collins,300,306,0.38,0.4215686274509804,0.3876447143670525,0.399706457925636,0.4125429206220965,0.18567760373062453,0.3275977214504441,0.5841470419299253,0.5827036104114189,0.5834248797777808,0.545751633986928,0.4742635048707376
MCL,SGD,Gavin,320,306,0.21875,0.2549019607843137,0.22513607125185553,0.23544631306597671,0.24674620390455532,0.1149759648194392,0.2096088634986314,0.5215393452039058,0.5771992818671454,0.5486639550008326,0.3954248366013072,0.4061322328373993
MCL,SGD,KroganCore,580,306,0.17586206896551723,0.3464052287581699,0.19506949756794595,0.23328874120743967,0.29013352797217806,0.07391968272207441,0.271613870480072,0.5514072372199885,0.5842613214550854,0.567596618275733,0.477124183006536,0.37756054943441564
MCL,SGD,KroganExt,624,306,0.1266025641025641,0.2679738562091503,0.14153622960418796,0.17196251758647232,0.21905264296921498,0.02883028579431542,0.2208954138761335,0.5680643308443424,0.5582491582491582,0.5631353607483954,0.43137254901960786,0.3572718312561788
MCL,SGD,BIM,608,306,0.09539473684210527,0.20915032679738563,0.10703822464186026,0.13102717966819627,0.16887465424370363,0.05966788490288954,0.18043055232156277,0.7892016082711085,0.3874496257915947,0.5529700424062461,0.3464052287581699,0.2468809508687939
MCL,CYC,Collins,330,408,0.47575757575757577,0.42401960784313725,0.4644239713285183,0.4484011028015783,0.43344695736545447,0.20619780706048127,0.34833192594827395,0.6598958333333333,0.677136596055515,0.6684606333469091,0.5220588235294118,0.5345107950600813
MCL,CYC,Gavin,440,408,0.24545454545454545,0.28431372549019607,0.2523527136779683,0.2634589502018842,0.2755877798113473,0.12813477203999787,0.24281725987665442,0.5260416666666666,0.6942724458204335,0.6043312291451798,0.40931372549019607,0.42367283177881226
MCL,CYC,KroganCore,788,408,0.19289340101522842,0.3872549019607843,0.21441631906748185,0.25751662020158694,0.32230357948079275,0.07479935634918118,0.3091642003871833,0.5151041666666667,0.7203994293865906,0.6091639744283324,0.5147058823529411,0.4219584491195288
MCL,CYC,KroganExt,888,408,0.1463963963963964,0.33088235294117646,0.1647701667417756,0.20298403886190147,0.2642753885074088,0.03548635447304007,0.26870998109720706,0.5364583333333334,0.7020997375328084,0.6137159400167321,0.4681372549019608,0.4093744002066004
MCL,CYC,BIM,1522,408,0.11432325886990802,0.44607843137254904,0.13429934317663664,0.18200209197806871,0.28226007715180085,0.08636662123761965,0.3585339659827129,0.6859375,0.6924281984334204,0.6891752080298045,0.6470588235294118,0.34484796539321927
MCL,SGD,Collins,330,306,0.3575757575757576,0.434640522875817,0.37072207419165865,0.3923598089952248,0.41667994180180756,0.19384057003619198,0.3422822145854892,0.5720850086157381,0.6020151133501259,0.5868592857812777,0.5588235294117647,0.47211140943736246
MCL,SGD,Gavin,440,306,0.18636363636363637,0.29411764705882354,0.2010986855012753,0.22815804117974403,0.2636316872427984,0.1167424815864224,0.244344913993193,0.49167145318782307,0.6131059245960503,0.5490416021616248,0.4411764705882353,0.3863258826278315
MCL,SGD,KroganCore,788,306,0.1383248730964467,0.37254901960784315,0.15821962809601664,0.20174370464176125,0.2783003655127929,0.06837012638896438,0.2865037011225696,0.49339460080413555,0.6198960653303638,0.5530401176169132,0.5032679738562091,0.35185522511551054
MCL,SGD,KroganExt,888,306,0.09572072072072071,0.28431372549019607,0.11036193341571303,0.1432223577944338,0.2039482393433942,0.029054780153338077,0.24086222776765134,0.5100516944284894,0.604040404040404,0.5550602053688207,0.4542483660130719,0.3342064592656653
MCL,SGD,BIM,1522,306,0.07490144546649145,0.3888888888888889,0.08932569177039491,0.1256099480560365,0.21153642243664508,0.07766247112681245,0.33088209734713875,0.6025272831705916,0.6327000575705239,0.617429386043331,0.6111111111111112,0.27275944545584224
P5COMP,CYC,Gavin,476,408,0.8592436974789915,0.4681372549019608,0.736227136330051,0.6060716557791673,0.5150223363800823,0.295367247182565,0.40396113084111124,0.5416666666666666,0.7559080608611201,0.6398829577611101,0.5024509803921569,0.3814386127624257
P5COMP,CYC,Gavin,476,408,0.8592436974789915,0.4681372549019608,0.736227136330051,0.6060716557791673,0.5150223363800823,0.2968579159379253,0.4042879282267321,0.5411458333333333,0.7563188593648736,0.6397490128298133,0.5024509803921569,0.38121262094883385
P5COMP,CYC,Collins,551,408,0.8892921960072595,0.5784313725490197,0.8029841791840725,0.7009419437743215,0.6219103468155868,0.3396212504861947,0.4969182437373372,0.6614583333333334,0.7392764857881137,0.6992857728868287,0.6102941176470589,0.41904252092018773
P5COMP,CYC,Collins,553,408,0.8878842676311031,0.5759803921568627,0.8011200475457821,0.6987038388291253,0.6195054694303567,0.342664985542166,0.4950519884641259,0.6609375,0.7458021183156807,0.7020887319807021,0.6078431372549019,0.41836707606982654
